Book#,title,short_description,page
7944,Inspiring Sports Stories,Four Athletes That Inspired a Nation,180
7945,Instant Baseball,,21
7946,Instant Baseball,The Baseball Instagrams of Brad Mangin,176
7947,Instant Boatbuilding with Dynamite Payson,"15 Instant Boats for Power, Sail, Oar, and Paddle",0
7948,Instant body conditioning,Tips and techniques for total body workouts,0
7949,Instant canoeing & kayaking,Tips and techniques for perfect paddling,58
7950,Instant canoeing and kayaking,Tips and techniques for perfect paddling,57
7951,Instant golf,Tips and Techniques for Beginners,50
7952,Instant golf,Tips and techniques for beginners,0
7953,Instant Golf 2,Advanced Tips and Techniques,68
7954,Instant golf 2,Advanced tips and techniques,0
7955,Instant Health,The Shaolin Qigong Workout For Longevity,232
7956,Instant Notes in Sport and Exercise Psychology,,304
7957,Instant Replay,The Green Bay Diary of Jerry Kramer,320
7958,Instant rock climbing,Tips and techniques for getting to the top,62
7959,Instant rock climbing,Tips and techniques for getting to the top,0
7960,Instant running,Tips and techniques to get you moving,57
7961,Instant running,Tips and techniques to get you moving,0
7962,Instant scuba diving,Underwater tips and techniques,0
7963,Instant surfing,Tips and techniques for riding the waves,58
7964,Instant surfing,Tips and techniques for riding the waves,0
7965,Instant tennis,Skills and techniques to improve your game,59
7966,Instant tennis,Skills and techniques to improve your game,0
7967,Instant tennis 2,Winning the mental game,60
7968,Instant tennis 2,Winning the mental game,0
7969,Instant Weather Forecasting,,64
7970,Instinctive Fly Fishing,A Guide's Guide to Better Trout Fishing,240
7971,Instinctive Parenting,Trusting Ourselves to Raise Good Kids,288
7972,Instinctive Shooting,The Making of a Master Gunner,224
7973,Instinctive Shot,The Practical Guide to Modern Game Shooting,192
7974,Instrument Flying,,208
7975,Instrument Flying,10 Indispensable Principles to Know and Remember,0
7976,Intangiball,The Subtle Things That Win Baseball Games,288
7977,Intangibles: Big-League Stories and Strategies for Winning the Mental Game??In Baseball and In Life,,257
7978,Integrating Cleveland Baseball,"Media Activism, the Integration of the Indians and the Demise of the Negro League Buckeyes",237
7979,Integrating Spirituality and Exercise Physiology,Toward a New Understanding of Health,184
7980,Integrating the Gridiron,Black Civil Rights and American College Football,192
7981,Integration,Seventh??Level,0
7982,Integratives Mentaltraining im Sport,,120
7983,Intensitetsstyrt trening med Suunto,,149
7984,Intentional Golf,,214
7985,"Inter 12/13, una stagione da record",,106
7986,Inter la leggenda,Dalle origini al ritorno di Mancini,360
7987,Intercepted,The Rise and Fall of NFL Cornerback Darryl Henley,519
7988,Intercepted,The Rise and Fall of NFL Cornerback Darryl Henley,520
7989,Interceptive Actions in Sport,Information and Movement,368
7990,Interesting,My Autobiography,352
7991,Interfaces of Performance,,232
7992,Interference,How Organized Crime Influences Professional Football,509
7993,Intermediate English Exercises,,250
7994,Intermediate Western Exercises,,250
7995,International Book of Tennis Drills,Over 100 Skill-Specific Drills Adopted by Tennis Professionals Worldwide,272
7996,International Cases in the Business of Sport,,488
7997,International Diplomacy and the Olympic Movement,The New Mediators,332
7998,International Perspectives on the Management of Sport,,360
7999,International Research in Science and Soccer,,247
8000,International Research in Science and Soccer II,,328
8001,International Research in Sports Biomechanics,,352
8002,"International Sport: A Bibliography, 1995-1999","Including Index to Sports History Journals, Conference Proceedings and Essay Collections.",200
8003,"International Sport: A Bibliography, 2000","An Index to Sports History Journals, Conference Proceedings and Essay Collections",200
8004,International Sports Economics Comparisons,,396
8005,International Sports Events,"Impacts, Experiences and Identities",256
8006,Internet Resources for Leisure and Tourism,,236
8007,Intertwined: How to Induce Neuroplasticity,A New Approach to Rehabilitating Dystonias,138
8008,Intimate Relations with Strangers,A Novel,256
8009,Into the Abyss,,0
8010,Into the Abyss,,176
8011,Into the Bermuda Triangle,Pursuing the Truth Behind the World's Greatest Mystery,320
8012,Into the Cage,The Rise of UFC Nation,288
8013,Into the High Country,,160
8014,Into the Light,A Complete History of Sunderland Football Club,192
8015,Into the Nebula,,0
8016,Into the Red,Liverpool FC and the Changing Face of English Football,0
8017,Into the Rising Sun,"In Their Own Words, World War II's Pacific Veteran",320
8018,Into the Storm,Lessons in Teamwork from the Treacherous Sydney-to-Hobart Ocean Race,288
8019,"Into the Twilight, Endlessly Grousing",,0
8020,Into Thick Air,Biking to the Bellybutton of Six Continents,336
8021,Into Thin Air,,0
8022,Into Touch,Rugby Internationals Killed in the Great War,256
8023,"Intracoastal Waterway Chartbook Norfolk to Miami, 6th Edition",,303
8024,Introducing Sport Psychology,A Practical Guide,224
8025,Introduction to Equestrian Sports,,176
8026,Introduction to Paddling,Canoeing Basics for Lakes and Rivers,33
8027,Introduction to Sport Marketing,Second edition,336
8028,Introduction to Sports Biomechanics,Analysing Human Movement Patterns,304
8029,Introduction to the Philosophy of Sport,,256
8030,Inventing Baseball Heroes,"Ty Cobb, Christy Mathewson, and the Sporting Press in America",248
8031,Inventing Montana,Dispatches from the Madison Valley,256
8032,Invention of the Countryside,"Hunting, Walking, and Ecology in English Literature, 1671-1831",328
8033,Inverting The Pyramid,The History of Soccer Tactics,400
8034,Invictus,Nelson Mandela and the Game That Made a Nation,288
8035,Invincible,My Journey from Fan to NFL Team Captain,0
8036,Invincible,Inside Arsenal's Unbeaten 2003-2004 Season,304
8037,Invisible,A Memoir,144
8038,Invisible Frontier,"Exploring the Tunnels, Ruins, and Rooftops of Hidden New York",240
8039,Iowa Baseball Greats,Sixteen Major Leaguers Who Were in the Game for Life,247
8040,Iowa Class Battleships,,64
8041,Ipertrofia Funzionale (nuova edizione),,10302
8042,Ipswich Town Uncovered,,160
8043,Ireland's Boxing Legends: Ringside with the Celtic Warriors,,224
8044,Ireland's County High Points â€“ A Walking Guide,,192
8045,Irish Sporting Sketches,,108
8046,Iron Golf Mind,Five Lessons to Achieve an Amazingly Strong Mindset for Golf,80
8047,Iron Horse: Lou Gehrig in His Time,,304
8048,Iron Man McGinnity,A Baseball Biography,225
8049,IronFit Secrets for Half Iron-Distance Triathlon Success,Time-Efficient Training for Triathlon's Most Popular Distance,256
8050,IronFit Strength Training and Nutrition for Endurance Athletes,Time Efficient Training Secrets for Breakthrough Fitness,288
8051,IronFit Triathlon Training for Women,Training Programs and Secrets for Success in all Triathlon Distances,288
8052,Ironman - Der Weg zum Ziel,,128
8053,Ironman 70.3,Triathlontraining fÃ¼r die Mitteldistanz,184
8054,Ironplanner,,136
8055,Irresistible Temptation,The True Story of Jane New and a Colonial Scandal,0
8056,Is He All That?,Great Footballing Myths Shattered,256
8057,Is the Baw Burst?,A Season in Division Three,192
8058,Is the Baw Burst? Rangers Special,A Long Suffering Supporter Continues his Search for the Soul of Scottish Football,192
8059,Is There Life After Football?,Surviving the NFL,336
8060,"Is This a Great Game, or What?",From A-Rod's Heart to Zim's Head--My 25 Years in Baseball,272
8061,Is This Heaven?,The Magic of the Field of Dreams,200
8062,Isaiah Thomas Signature Workout Program,,30
8063,Ishmael,,0
8064,Island Alpine,"A Guide to the Mountains of Strathcona Park and Vancouver Island, British Columbia, Canada",490
8065,It Ain't Over 'Til It's Over,The Baseball Prospectus Pennant Race Book,0
8066,It Ain't Over 'Til It's Over,The Baseball Prospectus Pennant Race Book,480
8067,It Ain't So,A Might-Have-Been History of the White Sox in 1919 and Beyond,367
8068,It Never Rains in Tiger Stadium,,304
8069,It Shouldn't Happen,Light-hearted African Adventures,277
8070,It Takes All Sorts,Celebrating cricket's colourful characters,264
8071,It Takes More Than Balls,The Savvy Girls' Guide to Understanding and Enjoying Baseball,266
8072,It Was Never About the Babe,"The Red Sox, Racism, Mismanagement, and the Curse of the Bambino",336
8073,Italia tutti i santi giorni,365 + 1 motivi per tifare Italia,128
8074,Italian Fascism and the Female Body,"Sport, Submissive Women and Strong Mothers",256
8075,Italian Rapier Combat,,148
8076,"Italian, My Way",More Than 150 Simple and Inspired Recipes That Breathe New Life into Italian Classics,208
8077,Itching After Rovers,,372
8078,"It's a Bit Rugged, Mate",,416
8079,"It's a Hill, Get Over It",,352
8080,"It's a Stupid Game, It'll Never Amount to Anything",The Golf Cartoons of Joseph Farris,144
8081,It's a Stupid Game; It'll Never Amount to Anything,The Golf Cartoons of Joseph Farris,144
8082,It's All About Impact,The Winners of Over 100 Majors Prove It,124
8083,It's All About the Memories,,200
8084,It's Good to Be Gronk,,224
8085,It's Good to Be Gronk,,288
8086,It's Good to Be the King...Sometimes,,384
8087,It's How You Play the Game,The Powerful Sports Moments That Taught Lasting Values to America's Finest,382
8088,It's How You Play the Game,,384
8089,It's Just A Game,A Scrumful of Rugby Stories,0
8090,"It's Mick, Not Mike",The Autobiography of Mick Duxbury,255
8091,It's Not About Perfect,Competing for My Country and Fighting for My Life,304
8092,It's Not About the Coach,"Getting the Most From Coaching in Business, Sport and Life",173
8093,It's Not About The Money,,232
8094,It's Not About the Pom-Poms,"How a 40-Year-Old Mom Became the NFL's Oldest Cheerleader--and Found Hope, Joy,",256
8095,It's Not About the Tapas,A Spanish Adventure on Two Wheels,304
8096,It's Not About the Truth,The Untold Story of the Duke Lacrosse Case and the Lives It Shattered,320
8097,It's Not All Black and White,"From Junior High to the Sugar Bowl, an Inside Look at Football Through the Eyes of An Official",240
8098,"It's Not I Who Seek the Horse, the Horse Seeks Me",My Path to an Understanding of Equine Body Language,344
8099,It's Not Just About the Ribbons,It's About Enriching Riding (and Life) with a Winning Attitude,256
8100,It's Not the Winning that Counts,The Most Inspiring Moments of Sporting Chivalry,0
8101,It's Off to the Match I Go,My Journey With the 'Gers,331
8102,It's Only a Game,Words of Wisdom from a Lifetime in Golf,224
8103,It's Only A Game,A Life in Sport,0
8104,It's Only a Game,,272
8105,It's Only Me,The Ted Williams We Hardly Knew,256
8106,It's Time!,My 360-Degree View of the UFC,288
8107,It's True! Everest Kills,,96
8108,It's What's Inside the Lines That Counts,Baseball Stars of the 1970s and 1980s Talk About the Game They Loved,336
8109,Ivan Mauger,The Man Behind the Myth,160
8110,I've Got Things to Do with My Life,The Making of an American Hero,209
8111,I've Never Met an Idiot on the River,"Reflections on Family, Fishing, and Photography",144
8112,Ivy,,336
8113,Ivy Briefs,True Tales of a Neurotic Law Student,224
8114,Ivy League Athletes,Profiles in Excellence at Americaâ€™s Most Competitive Schools,328
8115,J. Howard Mathews Firearms Indentification: Volume II,,508
8116,J. Howard Mathews Firearms Indentification: Volume III,,752
8117,J.R.,"My Life as the Most Outspoken, Fearless, and Hard-Hitting Man in Hockey",320
8118,Jack and Bobby: A story of brothers in conflict,,512
8119,Jack Buck,That's a Winner!,240
8120,Jack Coombs,A Life in Baseball,215
8121,Jack Dyer,Legend of the Australian Football Hall Of Fame,25
8122,Jack Fingleton,The Man Who Stood Up to Bradman,335
8123,"Jack Johnson, Rebel Sojourner",Boxing in the Shadow of the Global Color Line,376
8124,Jack London in Paradise,A Novel,368
8125,Jack Nicklaus,Golf's Greatest Champion,320
8126,Jack Tar and the Baboon Watch,A Guide to Curious Nautical Knowledge for Landlubbers and Sea Lawyers Alike,208
8127,Jack Wilshere,The Biography of the Gunners' Superstar,288
8128,Jackie and Campy,The Untold Story of Their Rocky Relationship and the Breaking of Baseball's Color Line,296
8129,Jackie Milburn,A Man of Two Halves,0
8130,Jackie Robinson,An American Hero,138
8131,Jackie Robinson,A Biography,560
8132,Jackie Robinson and Branch Rickey,Nobility,32
8133,Jackrabbit,The Story of Clint Castleberry and the Improbable 1942 Georgia Tech Football Season,314
8134,Jackson Heights Chronicles,When Crossing the Border Isn't Enough,226
8135,Jackson's Footy,,32
8136,Jackson's Goal,,32
8137,Jacobs Field,History and Tradition at The Jake,128
8138,Jacques Kallis and 12 other great SA cricket all-rounders,,0
8139,Jacques Plante,The Man Who Changed the Face of Hockey,336
8140,Jacques Plante,,240
8141,Jacques Plante,The Man Who Changed the Face of Hockey,350
8142,Jags to Riches,The Cinderella Season of the Jacksonville Jaguars,306
8143,Jake Hehl Brooklyn Robins Pitcher And Catholic League Bowling Star,,13
8144,Jamal Crawford Signature Workout Program,,35
8145,Jameer: The Story of Jameer Nelson and How He Came to Be a Phenomenon on the Basketball Court and in Life,,999
8146,James Allison,A Biography of the Engine Manufacturer and Indianapolis 500 Cofounder,233
8147,James Harden HoopHandbook Signature Workout Program,,20
8148,James Hunt,The Biography,400
8149,"James Lazar, the Soccer Star",,0
8150,James Naismith,The Man Who Invented Basketball,216
8151,James RodrÃ­guez,El vals de Colombia,208
8152,James Toseland,The Autobiography,0
8153,Jamie Peacock No White Flag,,384
8154,Jamie Whincup,My Championship Year,332
8155,"Japan, Korea and the 2002 World Cup",,240
8156,"Japan, Sport and Society",Tradition and Change in a Globalizing World,272
8157,Japanese American Baseball in California,A History,224
8158,Japanese Baseball,A Statistical Handbook,366
8159,Japanese Heavy Cruisers,Myoko and Takao Classes,64
8160,Japanese Jiu-jitsu,Secret Techniques of Self-Defense,224
8161,Japanese Throwing Weapons,Mastering Shuriken Throwing Techniques (Downloadable Media Included),128
8162,Japan's Complete Fighting System Shin Kage Ryu,,322
8163,Japan's Ultimate Martial Art,Jujitsu Before 1882 The Classical Japanese Art of Self-Defense,192
8164,Jason Williams Signature Workout Program,,30
8165,Jasper Dash and the Flame-Pits of Delaware,,432
8166,Javier Zanetti,Il Capitano,145
8167,Jaw Dropping Hockey Trivia,,144
8168,Jean BÃ©liveau,My Life in Hockey,368
8169,Jean Beliveau,In Memoriam,25
8170,Jean Le Cam toutes voiles dehors,,0
8171,Jeet Kune Do,The Arsenal of Self-Expression,208
8172,Jeet Kune Do Basics,,192
8173,Jeff Gordon,Running Up Front,49
8174,Jeff Gordon,Portrait of a Champion,112
